,SIT,Field1,TEXT
4302,When I was in the toilet and someone came in.,shame,Ketika saya di toilet dan seseorang masuk.
4303,"[ When I act thinking that I know everything and I then realize á that there were things I had not thought about, thus hurting á others.]",guilt,"[Ketika saya bertindak berpikir bahwa saya tahu segalanya dan saya kemudian menyadari á bahwa ada hal-hal yang tidak saya pikirkan, sehingga menyakiti á orang lain.]"
4304,"[ Any situation in everyday life has this emotional sense, in á class, in the street, at home, at the table..........]",joy,"[Segala situasi dalam kehidupan sehari-hari memiliki perasaan emosional ini, di kelas, di jalan, di rumah, di meja ……]"
4305,On a dark night I felt that there were several people near me á and I did not know who they were.,fear,Pada malam yang gelap saya merasa ada beberapa orang di dekat saya á dan saya tidak tahu siapa mereka.
4306,When I learned that several people had died in the street due to  á the cold weather.,anger,Ketika saya mengetahui bahwa beberapa orang telah mati di jalan karena cuaca dingin.
4307,"When I saw in the newspapers, on the T.V, and magazines the á chaotic situation caused by the drought and hunger in á Mauritania.",sadness,"Ketika saya melihat di surat kabar, di T.V, dan majalah á situasi kacau yang disebabkan oleh kekeringan dan kelaparan di á Mauritania."
4308,The physical appearance of a meal.,disgust,Penampilan fisik dari makanan.
4309,"I was with a group of people and everybody told me to do or say á something.  It was a confusing, strong and traumatic situation á for me.",shame,"Saya bersama sekelompok orang dan semua orang menyuruh saya melakukan atau mengatakan sesuatu. Itu adalah situasi yang membingungkan, kuat, dan traumatis bagi saya."
4310,"In a situation with my girlfriend I took a decision.  Later when á I thought about it, I realized that it was an erroneous decision.",guilt,"Dalam situasi dengan pacar saya, saya mengambil keputusan. Kemudian ketika saya memikirkannya, saya menyadari bahwa itu adalah keputusan yang salah."
4311,"One night, at a friend's place I realized that I had everything I á most wished, around me.",joy,"Suatu malam, di tempat seorang teman saya menyadari bahwa saya memiliki semua yang saya inginkan di sekitar saya."
4312,"During a demonstration I climbed up the closed central door of a á bus.  When the bus stopped I had to go back to the same place, á afraid that the police would see me.   ",fear,"Selama demonstrasi, saya memanjat pintu tengah bus yang tertutup. Ketika bus berhenti saya harus kembali ke tempat yang sama, á takut polisi akan melihat saya."
4313,"When I saw parents punishing their little child for something he á had not done.  In my opinion, even if he had done it he should á not have been punished for it.",anger,"Ketika saya melihat orang tua menghukum anak kecil mereka karena sesuatu yang dia belum lakukan. Menurut pendapat saya, bahkan jika dia melakukannya dia seharusnya tidak dihukum karena itu."
4314,A friend of mine was hurt as he thought that our relationship was á not the same as before and something had gone wrong.,sadness,Seorang teman saya terluka ketika dia berpikir bahwa hubungan kami á tidak sama dengan sebelumnya dan ada yang salah.
4315,"When I was young, one day in the car we fell sick and ended up á vomitting on each other.",disgust,"Ketika saya masih muda, suatu hari di mobil kami jatuh sakit dan akhirnya saling muntah."
4316,The parents of a friend of mine surprised us and another couple á sleeping in thier place.,shame,Orang tua dari teman saya mengejutkan kami dan pasangan lain á tidur di tempat mereka.
4317,A friend of mine felt bad because of something I had done to á something that belonged to him.,guilt,Seorang teman saya merasa tidak enak karena sesuatu yang telah saya lakukan untuk sesuatu yang menjadi miliknya.
4318,When they told me that I had been admitted to the faculty of á medicine.,joy,Ketika mereka mengatakan kepada saya bahwa saya telah dirawat di fakultas kedokteran.
4319,Almost always when I go to fetch the results of an exam.,fear,Hampir selalu ketika saya pergi untuk mengambil hasil ujian.
4320,[ No description.],anger,[ Tidak ada deskripsi.]
4321,When I decided not to out any longer with a girl whom I liked á quite a lot.  This made me feel low for a some time.,sadness,Ketika saya memutuskan untuk tidak keluar lagi dengan seorang gadis yang saya sukai á cukup banyak. Ini membuat saya merasa rendah untuk beberapa waktu.
4322,I saw a program on T.V where they had to saw a skull for an        á operation.,disgust,Saya melihat program di T.V di mana mereka harus melihat tengkorak untuk operasi.
4323,"I was watching T.V with my parents and some pornographic scenes á came on, I felt uncomfortable and tried to distract my parents á attention by talking to them.",shame,"Saya sedang menonton T.V dengan orang tua saya dan beberapa adegan porno á datang, saya merasa tidak nyaman dan mencoba mengalihkan perhatian orang tua saya á dengan berbicara dengan mereka."
4324,"When I used an adjective for a person without knowing what it á meant.   When I got to know the meaning, I felt guilty as it was á a clear and unfair insult.",guilt,"Ketika saya menggunakan kata sifat untuk seseorang tanpa tahu apa artinya á. Ketika saya mengetahui artinya, saya merasa bersalah karena itu merupakan penghinaan yang jelas dan tidak adil."
4325,When I obtained good marks in a subject I had failed before.,joy,Ketika saya memperoleh nilai bagus dalam suatu subjek saya telah gagal sebelumnya.
4326,When a friend of mine told me a horror story.,fear,Ketika seorang teman saya menceritakan kisah horor kepada saya.
4327,I was with my family and we found some abandoned puppies.  I á wanted to help them but everyone said no.  We then left.,anger,Saya bersama keluarga saya dan kami menemukan beberapa anak anjing yang ditinggalkan. Saya ingin membantu mereka tetapi semua orang mengatakan tidak. Kami kemudian pergi.
4328,At my grandfather's death.,sadness,Saat kakek saya meninggal.
4329,Seeing a film in which there were several bloody crimes.,disgust,Menonton film di mana ada beberapa kejahatan berdarah.
4330,"At a concert an old man arrived and began to danse, sing and do á silly things.",shame,"Di sebuah konser, seorang lelaki tua tiba dan mulai menari, bernyanyi, dan melakukan hal-hal konyol."
4331,"I had an argument with a friend of mine.  She would not let me á speak and then I began to shout at her.  She got angry and left, á I did not try to prevent her from leaving.",guilt,"Saya berdebat dengan teman saya. Dia tidak akan membiarkan saya á berbicara dan kemudian saya mulai berteriak padanya. Dia marah dan pergi, á Aku tidak berusaha mencegahnya pergi."
4332,When I was told that they had got tickets for me for a film á marathon I wanted to see.,joy,"Ketika saya diberi tahu bahwa mereka mendapat tiket untuk saya untuk film á maraton, saya ingin menonton."
4333,We were on the road in a car when a lorry bypassed us.  We had to á swerve and we almost got run over.,fear,Kami berada di jalan dengan mobil ketika sebuah truk melewati kami. Kami harus á berbelok dan kami hampir tertabrak.
4334,I had applied for a job and they had assured me that the exams á would take place a few months later.  A week later I went to á obtain some more information and they told me that the exams had á already taken place.,anger,Saya telah melamar pekerjaan dan mereka telah meyakinkan saya bahwa ujian á akan berlangsung beberapa bulan kemudian. Seminggu kemudian saya pergi untuk mendapatkan informasi lebih lanjut dan mereka mengatakan kepada saya bahwa ujian telah terjadi.
4335,"I received a letter from some friends, who do not live in Madrid, á telling me that they would not come on holiday.  I had arranged á everythiing for them.",sadness,"Saya menerima surat dari beberapa teman, yang tidak tinggal di Madrid, mengatakan kepada saya bahwa mereka tidak akan datang pada hari libur. Saya telah mengatur semuanya untuk mereka."
4336,"I found a big, black spider near a bag of food.",disgust,Saya menemukan seekor laba-laba hitam besar di dekat sekantung makanan.
4337,I was in a very small class and the professor said something á about me that made everyone look at me at the same time.,shame,Saya berada di kelas yang sangat kecil dan profesor mengatakan sesuatu tentang saya yang membuat semua orang melihat saya pada saat yang sama.
4338,"I had arranged to meet my friends at a certain place, and I was á with other people.  My friends did not arrive and the people who á were with me began to get tired.  My friends were one hour late.",guilt,"Saya telah mengatur untuk bertemu teman-teman saya di tempat tertentu, dan saya á dengan orang lain. Teman-teman saya tidak datang dan orang-orang yang bersama saya mulai lelah. Teman-teman saya terlambat satu jam."
4339,The man I am going around with gave me a very special present.,joy,Laki-laki yang saya ajak bergaul memberi saya hadiah yang sangat istimewa.
4340,"I thought that I would be scolded for a comment I had made, which á I should not have made.",fear,"Saya pikir saya akan dimarahi karena komentar yang saya buat, yang seharusnya tidak saya buat."
4341,"My sister came back home and reproached me for not having tidied á up the house, although I had been working all morning and she had á done nothing.",anger,"Kakak perempuan saya kembali ke rumah dan mencela saya karena tidak merapikan rumah, meskipun saya telah bekerja sepanjang pagi dan dia tidak melakukan apa-apa."
4342,"At my grandfather's funeral.  I remembered that the thing he á liked and respected most was earth, I thought that he had á attained what he wanted and was not separated from it any longer.",sadness,"Di pemakaman kakek saya. Saya ingat bahwa hal yang paling ia sukai dan hormati adalah bumi, saya pikir ia telah mencapai apa yang diinginkannya dan tidak terpisahkan lagi dari itu."
4343,I had to wash my grandmother because she did not get to the á bathroom on time.,disgust,Saya harus mencuci nenek saya karena dia tidak sampai ke kamar mandi tepat waktu.
4344,In a very crowded shop I was distracted and missed my turn in the á queue.  A woman who was behind me began to shout at me asking me á either to pay more attention or to leave.,shame,Di sebuah toko yang sangat ramai saya terganggu dan kehilangan giliran dalam antrian. Seorang wanita yang ada di belakang saya mulai meneriaki saya dan meminta saya untuk memberi lebih banyak perhatian atau pergi.
4345,"When I was very young, one day, I kicked my grandmother and á caused her an injury which took a long time to heal.",guilt,"Ketika saya masih sangat muda, suatu hari, saya menendang nenek saya dan menyebabkan dia cedera yang membutuhkan waktu lama untuk sembuh."
4346,"When I saw a friend of mine, whom I had not seen for a long time á and I had lost his address and telephone number.",joy,"Ketika saya melihat seorang teman saya, yang sudah lama tidak bertemu saya á dan saya kehilangan alamat dan nomor teleponnya."
4347,I was in my village when a bull jumped over a fence and started á chasing my friends and me.  We were very frightened till we á climbed up a tree.,fear,Saya berada di desa saya ketika seekor banteng melompati pagar dan mulai mengejar teman-teman saya dan saya. Kami sangat ketakutan sampai kami memanjat pohon.
4348,"When I saw a car run over a child, out of carelessness.",anger,"Ketika saya melihat sebuah mobil menabrak seorang anak, karena kecerobohan."
4349,I failed a subject despite the fact that I had studied quite a á lot for it.,sadness,Saya gagal mata pelajaran meskipun saya telah belajar cukup banyak untuk itu.
4350,When I was walking in a field which had a lot of manure.,disgust,Ketika saya sedang berjalan di ladang yang memiliki banyak kotoran.
4351,I liked a boy and I would feel shy and then blush.  The more I á wanted to avoid it the more I blushed.,shame,Saya menyukai anak laki-laki dan saya akan merasa malu dan kemudian memerah. Semakin saya ingin menghindarinya semakin saya tersipu.
4352,I am not very affectionate and I feel guilty as I do not give as á much affection as I receive.,guilt,Saya tidak terlalu penuh kasih sayang dan saya merasa bersalah karena saya tidak memberikan sebanyak yang saya terima kasih sayang.
4353,"I was spending the week-end with some friends.  We were waiting á for another friend and we went to the meet him at the bus stop, a  á woman we met there told us that the coach had already left.  I á was afraid that I would not see my friend, but at last we found á him.",joy,"Saya menghabiskan akhir minggu dengan beberapa teman. Kami menunggu á untuk teman lain dan kami pergi menemuinya di halte bus, seorang wanita á kami bertemu di sana mengatakan kepada kami bahwa pelatih sudah pergi. Saya takut bahwa saya tidak akan melihat teman saya, tetapi akhirnya kami menemukan dia."
4354,"I was walking down a little village at night.  There was nobody á in the steet.  A dog began to bark, I felt that it was following á me.  Then I began to run, the other dogs started barking too.  At á last I arrived home.",fear,"Saya berjalan menyusuri desa kecil di malam hari. Tidak ada seorang pun di steet. Seekor anjing mulai menggonggong, saya merasa itu mengikuti saya. Kemudian saya mulai berlari, anjing-anjing lain juga mulai menggonggong. Akhirnya saya tiba di rumah."
4355,My parents did not let me go on holidays with my friends.,anger,Orang tua saya tidak membiarkan saya pergi berlibur bersama teman-teman saya.
4356,I was told that a friend of mine was going to Mexico for good.,sadness,Saya diberi tahu bahwa seorang teman saya pergi ke Meksiko untuk selamanya.
4357,Finding a hair in the soup.,disgust,Menemukan rambut di sup.
4358,"I was at the University dining room, alone, and at a table next á to mine thre were several professors.  One of them asked me to á join them.  I refused but she insisted.  All the others started á looking at me and I had to move to their table.",shame,"Saya berada di ruang makan Universitas, sendirian, dan di meja sebelah saya, ada beberapa profesor. Salah satu dari mereka meminta saya untuk bergabung dengan mereka. Saya menolak tetapi dia bersikeras. Semua yang lain mulai melihat saya dan saya harus pindah ke meja mereka."
4359,"I had promised to say goodbye to a person who was going on a á trip, and I did not turn up.",guilt,"Saya telah berjanji untuk mengucapkan selamat tinggal kepada seseorang yang sedang melakukan perjalanan, dan saya tidak muncul."
4360,"I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy.",joy,"Saya sedang liburan, dan saya akan bertemu dengan seorang teman yang saya belum pernah bertemu selama enam bulan. Sekali lagi saya merasa sangat bahagia."
4361,"We were camping in the mountains, and a friend and I went for a á walk.  It was getting darker and darker and we were not sure of á the right way back.",fear,"Kami berkemah di pegunungan, dan seorang teman dan saya pergi berjalan-jalan. Itu semakin gelap dan semakin gelap dan kami tidak yakin tentang jalan yang benar kembali."
4362,I sent a book to a friend of mine.  The book meant a lot to me á and he lost it.,anger,Saya mengirim buku ke teman saya. Buku itu sangat berarti bagi saya á dan dia kehilangannya.
4363,To say goodbye to dear friends after the holidays.,sadness,Untuk mengucapkan selamat tinggal kepada teman-teman tersayang setelah liburan.
4364,"Ever since I have been a child, the sight of any kind of wound.",disgust,"Sejak saya masih kecil, melihat segala jenis luka."
4365,"At the seaside, when a wave suddenly came and took off my bikini.",shame,"Di tepi laut, ketika gelombang tiba-tiba datang dan melepas bikini saya."
4366,"One night, I went out with some friends for dinner and I did not á tell my parents that I would come back late.  I thought of á phoning but in the end I did not.  When I arrived home, my á parents were very worried.",guilt,"Suatu malam, saya pergi dengan beberapa teman untuk makan malam dan saya tidak memberitahu orang tua saya bahwa saya akan kembali terlambat. Saya berpikir untuk menelepon tetapi pada akhirnya saya tidak menelepon. Ketika saya tiba di rumah, orang tua saya sangat khawatir."
4367,"My sister in law was about to have a child, and there were some á problems.  They had to do a Caesarean.  After a while, everything  á was all right.",joy,"Adik ipar saya akan memiliki anak, dan ada beberapa masalah. Mereka harus melakukan operasi caesar. Setelah beberapa saat, semuanya á baik-baik saja."
4368,Waiting for my marks in a difficult subject.,fear,Menunggu nilai saya dalam subjek yang sulit.
4369,"I gave some personal information to a friend of mine, and he told á it to some others who were implicated in the affair.",anger,"Saya memberikan beberapa informasi pribadi kepada seorang teman saya, dan dia mengatakannya kepada beberapa orang lain yang terlibat dalam perselingkuhan."
4370,"The holidays come to an end, and the next day we had to go back á to University and to the exams.",sadness,"Liburan berakhir, dan hari berikutnya kami harus kembali ke Universitas dan ke ujian."
4371,There was a cat on the street.  It had been run over and its head was á open.  We passed beside it.,disgust,Ada seekor kucing di jalan. Itu telah ditabrak dan kepalanya terbuka. Kami lewat di sebelahnya.
4372,"At a meeting with over one hundred people, they decided who had to speak á from the stand by drawing lots.",shame,"Pada pertemuan dengan lebih dari seratus orang, mereka memutuskan siapa yang harus berbicara á dari stand dengan menggambar banyak."
4373,I had a small argument with a relative and some other people got á implicated.  It resulted in a proper row.,guilt,Saya memiliki argumen kecil dengan seorang kerabat dan beberapa orang lainnya terlibat. Itu menghasilkan baris yang tepat.
4374,"Last course, when I passed with good marks three subjects which I had á previously failed.",joy,"Terakhir, ketika saya lulus dengan nilai bagus, tiga mata pelajaran yang saya miliki sebelumnya gagal."
4375,I was attacked by a man at a bus stop at night.,fear,Saya diserang oleh seorang pria di halte bus di malam hari.
4376,"My mother told me that I could not go to the mountains.  Despite á my age, as long as I am in her house I must do what she says.",anger,"Ibu saya memberi tahu saya bahwa saya tidak bisa pergi ke gunung. Terlepas dari usia saya, selama saya di rumahnya saya harus melakukan apa yang dia katakan."
4377,When my nephew was taken to hospital with meningitis and we did á not know what would happen.,sadness,Ketika keponakan saya dibawa ke rumah sakit dengan meningitis dan kami tidak tahu apa yang akan terjadi.
4378,I was drinking coffee in a cafe and I found a piece of scrubber á in my cup.,disgust,Saya sedang minum kopi di sebuah kafe dan saya menemukan sepotong scrubber á di cangkir saya.
4379,"When I went to my boyfriend's house for lunch and saw his á parents, I felt that they were watching me all the time.",shame,"Ketika saya pergi ke rumah pacar saya untuk makan siang dan melihat orang tuanya, saya merasa mereka selalu memperhatikan saya."
4380,"At school, I did not tell the teacher that it was me who á had laughed, and she punished the entire class by making them á stay behind for one hour.",guilt,"Di sekolah, saya tidak memberi tahu guru itu bahwa saya yang telah tertawa, dan dia menghukum seluruh kelas dengan membuat mereka tinggal selama satu jam."
4381,"One evening, I was with a group of friends having a talk.  There á was a very trustful and joyful atmosphere.",joy,"Suatu malam, saya bersama sekelompok teman sedang berbicara. Di sana ada suasana yang sangat penuh kepercayaan dan sukacita."
4382,"We were walking in the park at night.  It was very dark and very á late.  We began to hear foot steps all around us, and we could á not find our way out.",fear,"Kami berjalan di taman pada malam hari. Itu sangat gelap dan sangat terlambat. Kami mulai mendengar langkah kaki di sekitar kami, dan kami tidak bisa menemukan jalan keluar."
4383,[ One day I arrived home rather tired and found the house..... In á addition I was asked many questions which I did not want to á answer.],anger,[Suatu hari saya tiba di rumah agak lelah dan menemukan rumah ..... Selain itu saya ditanya banyak pertanyaan yang saya tidak ingin jawab.]
4384,I was selected to do a rest for a foreign ballet but I did not á have the money to do it.,sadness,Saya dipilih untuk beristirahat untuk balet asing tetapi saya tidak punya uang untuk melakukannya.
4385,"In a film there was a scene in which a rat was sliding on a bed, á leaving a trace of blood behind, finally it entered the mouth of á one of the actors.",disgust,"Dalam sebuah film ada adegan di mana tikus meluncur di tempat tidur, á meninggalkan jejak darah di belakang, akhirnya memasuki mulut á salah satu aktor."
4386,I was swimming in the river and I lost the top of my bikini.  I á did not notice it and came out of water.  There was a á disagreeable classmate watching the scene.,shame,Saya sedang berenang di sungai dan saya kehilangan bagian atas bikini saya. Saya á tidak menyadarinya dan keluar dari air. Ada seorang teman sekelas yang tidak menyenangkan menonton adegan itu.
4387,"At a party, several comments were made about the personal á situation of one of the people present.  She was rather affected á and uncomfortable.",guilt,"Di sebuah pesta, beberapa komentar dibuat tentang situasi pribadi salah satu orang yang hadir. Dia agak terpengaruh á dan tidak nyaman."
4388,"It was Saturday, my duties were over for a few hours and I could á at last be with the people I wanted to see.",joy,"Saat itu hari Sabtu, tugas saya selesai selama beberapa jam dan akhirnya saya bisa bersama orang-orang yang ingin saya temui."
4389,"One night, I was alone at home.  My fear was caused by some á strange noises which put my imagination to work.",fear,"Suatu malam, saya sendirian di rumah. Ketakutan saya disebabkan oleh beberapa suara aneh yang membuat imajinasi saya bekerja."
4390,When I got to know about the reaction of a friend of mine in a á certain situation.  I had not expected him to react that way.,anger,Ketika saya mengetahui tentang reaksi seorang teman saya dalam situasi tertentu. Saya tidak menyangka dia akan bereaksi seperti itu.
4391,I felt alone among a large number of people.  I was sad to see á that nobody cared about what was happening to me.,sadness,Saya merasa sendirian di antara sejumlah besar orang. Saya sedih melihat á bahwa tidak ada yang peduli tentang apa yang terjadi pada saya.
4392,I saw a sort of black worm being attacked by many ants.,disgust,Saya melihat sejenis cacing hitam diserang oleh banyak semut.
4393,When I met a friend of mine after several months.  ,shame,Ketika saya bertemu seorang teman saya setelah beberapa bulan.
4394,When I noticed the negative changes in a friend's behaviour. ,guilt,Ketika saya perhatikan perubahan negatif dalam perilaku teman.
4395,"I was going to my village, after having been rather oppressed in á Madrid. ",joy,"Saya pergi ke desa saya, setelah agak tertindas di á Madrid."
4396,"I was watching a procession during the Holy week, and a penitent á approached me.",fear,"Saya sedang menonton prosesi selama minggu suci, dan seorang yang menyesal telah mendekati saya."
4397,My mother read a letter that a friend of mine had written to me á telling me how she had got drunk the last time.,anger,Ibu saya membaca surat yang ditulis oleh seorang teman saya kepada saya - menceritakan bagaimana dia mabuk terakhir kali.
4398,[ No response.],sadness,[ Tidak ada respon.]
4399,"I found a cockroach crushed between two folders in my bedroom, I á called my mother.",disgust,"Saya menemukan kecoak hancur di antara dua folder di kamar saya, saya sebut ibu saya."
4400,I ride my motorbike in my village and everyone stares at me as if á I was a rare specimen.,shame,Saya mengendarai sepeda motor di desa saya dan semua orang menatap saya seolah-olah saya adalah spesimen langka.
4401,"I was spending a few days at my aunt's place.  One night I got á home very late, I had told them I was going to a party but I went á to another place.  They were very worried.",guilt,"Saya menghabiskan beberapa hari di tempat bibiku. Suatu malam saya tiba di rumah sangat larut, saya memberi tahu mereka bahwa saya akan pergi ke pesta tetapi saya pergi ke tempat lain. Mereka sangat khawatir."
4402,Last Summer I achieved someting that I had been wanting for a á long time.,joy,Musim Panas lalu saya mencapai sesuatu yang sudah lama saya inginkan.
4403,I was in a camp and went out for a walk at night on my own.  I lost  á my way and spent several hours looking for the camp.,fear,Saya berada di sebuah kemah dan berjalan-jalan sendirian di malam hari. Saya kehilangan arah dan menghabiskan beberapa jam mencari kamp.
4404,My parents scolded me a lot for something I had not done.  It was á my sister who had done it.,anger,Orang tua saya sering memarahi saya karena sesuatu yang belum saya lakukan. Itu adalah saudara perempuan saya yang telah melakukannya.
4405,[ No response.],sadness,[ Tidak ada respon.]
4406,At the hypocrisy of some of my friends.,disgust,Atas kemunafikan beberapa teman saya.
4407,I greeted and embraced the wrong person thinking that it was my á friend.,shame,Saya menyapa dan memeluk orang yang salah berpikir bahwa itu adalah teman saya.
4408,"Due to a misunderstanding on my part, two of my best friends á quarelled.",guilt,"Karena kesalahpahaman di pihak saya, dua teman terbaik saya á bertengkar."
4409,"When my brother was born, everything went all right.  It had been á very likely that he would have a deficiency (my sister suffers á from Down's Syndrome) and that my mother would be in danger.",joy,"Ketika adik saya lahir, semuanya baik-baik saja. Kemungkinan besar ia akan mengalami kekurangan (saudara perempuan saya menderita dari Sindrom Down) dan bahwa ibu saya akan berada dalam bahaya."
4410,When we got lost in Florence and the coach did not turn up until á midnight.  I had no place to go to and there were strange reports á at the police station.,fear,Ketika kami tersesat di Florence dan pelatih tidak muncul sampai tengah malam. Saya tidak punya tempat untuk pergi dan ada laporan aneh á di kantor polisi.
4411,When an English teacher unfairly made me repeat a semester which á I thought I had passed.  I had to ask my parents for some more á money to carry on studying.,anger,Ketika seorang guru bahasa Inggris tidak adil membuat saya mengulang satu semester yang á saya pikir saya telah lulus. Saya harus meminta uang lagi kepada orang tua saya untuk melanjutkan belajar.
4412,"The person whom I liked most left me for a friend of mine, after á several months of mutual help and a profound knowledge of each á other.",sadness,"Orang yang paling saya sukai meninggalkan saya untuk menjadi teman saya, setelah beberapa bulan saling membantu dan pengetahuan mendalam satu sama lain."
4413,"In a park near our home, a group of young people who were á strangely dressed were seated in the middle of the street.  They á began to eat while carressing each other.",disgust,"Di sebuah taman dekat rumah kami, sekelompok anak muda yang berpakaian aneh duduk di tengah jalan. Mereka mulai makan sambil saling memeluk."
4414,"I feel this emotion very often when I try to express my feelings á in public, because other people do not understand my reactions á and think that I am silly. ",shame,"Saya merasakan emosi ini sangat sering ketika saya mencoba untuk mengekspresikan perasaan saya á di depan umum, karena orang lain tidak mengerti reaksi saya á dan berpikir bahwa saya bodoh."
4415,A friend of mine said in a group that she felt lonely and á withdrawn from everyone because of mental deficiency.,guilt,Seorang teman saya mengatakan dalam sebuah grup bahwa dia merasa kesepian dan á menarik diri dari semua orang karena kekurangan mental.
4416,When I passed the university entrance exam.  I had thus finished á with a difficult period of my life and I was about to begin one á which I had desired a lot.,joy,Ketika saya lulus ujian masuk universitas. Jadi saya telah selesai á dengan periode yang sulit dalam hidup saya dan saya akan memulai satu á yang sangat saya inginkan.
4417,"When I was at home alone, I felt a super-natural force, dangerous á for me and the people close to me.",fear,"Ketika saya di rumah sendirian, saya merasakan kekuatan yang super alami, berbahaya bagi saya dan orang-orang yang dekat dengan saya."
4418,"When my father made my mother go through really terrible á situations, I felt furious, impotent, nervous, upset, ........",anger,"Ketika ayah saya membuat ibu saya melalui situasi yang sangat mengerikan, saya merasa marah, impoten, gugup, kesal, ........"
4419,"When a person whom I loved and admired a lot died.  I felt empty, á lonely, helpless, without support, not knowing what to do.",sadness,"Ketika seseorang yang saya cintai dan kagumi banyak yang mati. Saya merasa kosong, kesepian, tak berdaya, tanpa dukungan, tidak tahu harus berbuat apa."
4420,"When I came to know that my father and his parents were : self á interested, dirty, negative, egoist, bad peolpe,......",disgust,"Ketika saya mengetahui bahwa ayah saya dan orangtuanya: tertarik pada diri sendiri, kotor, negatif, egois, bad peolpe, ......"
4421,I think that the only time I really felt shame was when I was á very young and I had to defecate on the street.  I was very á worried in case someone should see me.,shame,Saya pikir satu-satunya saat saya benar-benar merasa malu adalah ketika saya masih sangat muda dan saya harus buang air besar di jalan. Saya sangat khawatir kalau-kalau ada yang melihat saya.
4422,When I was young I felt guilty because I thought that I had á commited a grave sin.,guilt,Ketika saya muda saya merasa bersalah karena saya pikir saya telah melakukan dosa besar.
4423,"On my birthday, when I was given my presents.",joy,"Pada hari ulang tahunku, ketika aku diberi hadiah."
4424,We were riding in a friend's car.  He was driving very fast and á suddenly a another car crossed the road in front of us.  My á friend had to turn the car rapidly.,fear,Kami sedang naik mobil teman. Dia mengemudi sangat cepat dan tiba-tiba sebuah mobil lain menyeberang jalan di depan kami. Teman saya harus memutar mobil dengan cepat.
4425,When I found one of my new pullovers wrinkled inside the á wardrobe.  My brother had done it.,anger,Ketika saya menemukan salah satu pullover baru saya berkerut di dalam lemari pakaian. Saudaraku telah melakukannya.
4426,When I went to see the result of an exam and saw that I had á failed.,sadness,Ketika saya pergi untuk melihat hasil ujian dan melihat bahwa saya telah gagal.
4427,"When I was getting up, I found a live cockroach in my bedroom.",disgust,"Ketika saya bangun, saya menemukan seekor kecoa hidup di kamar saya."
4428,The mother of a friend of mine passed by me and saw me sitting á on a boy's lap.  I tried to greet her but could not help á blushing.,shame,Ibu seorang teman saya melewati saya dan melihat saya duduk di pangkuan anak laki-laki. Saya mencoba menyambutnya tetapi tidak bisa menahan help memerah.
4429,A friend of mine had the sleeves of a leather coat stolen from á his car.  It was me who had left them there for everyone to see.,guilt,Seorang teman saya memiliki lengan mantel kulit yang dicuri dari mobilnya. Akulah yang telah meninggalkan mereka di sana untuk dilihat semua orang.
4430,"The final marks were to be given in the morning.  I wanted to get á there late because I was very afraid.  When I arrived there, á everybody was very happy and I had also passed.  We had a á wonderful time all day long.",joy,"Nilai akhir harus diberikan di pagi hari. Saya ingin sampai di sana larut malam karena saya sangat takut. Ketika saya tiba di sana, semua orang sangat senang dan saya juga telah lewat. Kami memiliki waktu yang indah sepanjang hari."
4431,I went to visit a friend in hospital.  He was going to be á operated the next day.  I was afraid that they would not let me á in and I did not know what his reaction would be on seeing me.,fear,Saya pergi mengunjungi seorang teman di rumah sakit. Dia akan dioperasikan pada hari berikutnya. Saya takut mereka tidak akan membiarkan saya masuk dan saya tidak tahu apa reaksinya ketika melihat saya.
4432,"A friend of mine played a joke on another friend over the á telephone.  This friend, crying, called me and I got very angry á and made the other person apologize.",anger,"Seorang teman saya bercanda pada teman lain melalui telepon. Teman ini, menangis, memanggil saya dan saya menjadi sangat marah á dan membuat orang lain meminta maaf."
4433,A friend of mine told me that my boyfriend had been with another á girl this Summer.  We had been going out together for four years á and we had not done so for the last three months.  I could not á believe it.,sadness,Seorang teman saya mengatakan kepada saya bahwa pacar saya telah bersama seorang gadis á musim panas ini. Kami telah pergi bersama selama empat tahun á dan kami belum melakukannya selama tiga bulan terakhir. Saya tidak bisa percaya itu.
4434, I was at a friend's place for lunch and she fell ill and á vomited.,disgust,Saya berada di tempat seorang teman untuk makan siang dan dia jatuh sakit dan muntah.
4435,I was dancing in a theatre.  I was not sure whether some frieends á of mine had come to see me.  I was very scared of doing things á wrong.,shame,Saya menari di teater. Saya tidak yakin apakah beberapa teman saya telah datang menemui saya. Saya sangat takut melakukan hal-hal yang salah.
4436,Classes were over and I wanted to go home.  A friend of mine á asked me to wait for half an hour to take him back home.  I said á no.  ,guilt,Kelas sudah selesai dan saya ingin pulang. Seorang teman saya meminta saya untuk menunggu setengah jam untuk membawanya pulang. Saya berkata á tidak.
4437,"On holiday, seeing the lanscape in Gerona.",joy,"Berlibur, melihat pemandangan di Gerona."
4438,Travelling by coach on a rather narrow and wet road.,fear,Bepergian dengan pelatih di jalan yang agak sempit dan basah.
4439,They wanted me to pay for a ticket twice because they said that á the one I had was out of date.,anger,Mereka ingin saya membayar tiket dua kali karena mereka mengatakan bahwa yang saya miliki ketinggalan zaman.
4440,When I came back from my holidays.,sadness,Ketika saya kembali dari liburan saya.
4441,When I saw an insect going up my arm.,disgust,Ketika saya melihat seekor serangga naik ke lengan saya.
4442,When I entered a bar looking for a friend.,shame,Ketika saya memasuki bar mencari teman.
