,TEXT,LABEL
3713,cinta kecewa gadis itu mengakhiri hubungan kami sementara á kupikir dia jatuh cinta padaku.,sadness
3714,selama dinas militer saya mendengar cerita tentang seseorang yang mencoba untuk bunuh diri dan akibatnya mendapat tahanan seminggu.,disgust
3715,aku menganggap diriku canggung ketika bercinta untuk pertama kalinya dengan seorang gadis.,shame
3716,seorang teman saya mengalami kecelakaan sepeda karena saya menarik stangnya.,guilt
3717,duduk sendirian di ruangan yang tenang berkonsentrasi pada hal-hal yang terjadi di sekitar saya yang menyenangkan saya.,joy
3718,"duduk sendirian di ruangan yang tenang, berkonsentrasi pada hal-hal yang terjadi di sekitar anda. pikiran muncul di benak saya yang membuat saya takut.",fear
3719,ketika seorang guru menceritakan sebuah kisah yang tidak benar. itu hanya mencerminkan cara dia menafsirkan realitas.,anger
3720,"saya memiliki harapan tinggi untuk masa depan saya, tetapi jika saya mengejar subjek á dengan cara ini saya tidak akan mencapai ini.",sadness
3721,saya mendengar program siaran tentang parapsikologi. orang-orang á dalam program ini menggunakan kata-kata yang sangat sulit yang saya tidak dapat mengerti. mereka bertindak berlebihan tanpa menunjukkan perasaan apa pun.,disgust
3722,seorang gadis bertanya mengapa saya tidak menari. saya mengatakan kepadanya bahwa saya malu untuk menari. aku merasa malu harus mengatakan ini padanya.,shame
3723,saya menabung uang untuk tujuan yang baik. karena saya juga harus mengatur pesta á saya takut hanya akan ada sedikit uang untuk á tujuan yang baik saya merasa bersalah tentang hal ini.,guilt
3724,adik dan ipar saya kembali dari sri lanka tempat mereka mengadopsi seorang anak. saya pergi menjemput mereka di bandara.,joy
3725,"selama pertandingan sepak bola, saya membuat pelanggaran terhadap seorang kenalan. á belakangan pada kenalan ini juga membuat saya dan permainan menjadi á sangat kasar.",fear
3726,"saya bekerja di pompa bensin. ketika ada orang asing yang menginginkan bensin, kolega saya memperlakukannya dengan sangat tidak sopan.",anger
3727,"seorang paman saya yang baru saja pensiun, yang telah bekerja keras seumur hidupnya, mengalami pendarahan otak.",sadness
3728,seorang siswa yang tinggal di rumah yang sama tempat saya tinggal adalah pecandu alkohol. dia á mencoba memanipulasi orang lain dengan uangnya ketika dia mabuk á terlalu banyak.,disgust
3729,ketika saya pergi ke disko dengan seorang teman saya mulai bersikap buruk á mempermalukannya tanpa alasan.,shame
3730,"ketika saya berbicara dengan siswa lain tentang catatan yang dia dapatkan pada semester lalu, tidak tahu bahwa dia mendapat banyak nilai buruk.",guilt
3731,ketika saya mendapat sim saya.,joy
3732,ketika saya tinggal sendirian di sebuah rumah di inggris raya dan ada banyak desas-desus di surat kabar tentang seorang pembunuh yang masih bebas.,fear
3733,kisah-kisah tentang cara nenek saya memperlakukan ibu saya.,anger
3734,ketika itu ibuku terbukti menderita penyakit yang sangat serius.,sadness
3735,kisah-kisah tentang bibi saya yang dipukuli dan dihina oleh paman saya.,disgust
3736,"saya dihilangkan untuk melakukan bantuan kepada seorang teman, sementara dia sangat membutuhkan bantuan.",shame
3737,ketika saya mengalami sedikit kecelakaan dengan mobil bos saya.,guilt
3738,setiap tahun selama karnaval saya sangat senang saya memiliki perasaan bahagia yang intens saat itu.,joy
3739,satu-satunya peristiwa yang saya ingat adalah mengalami mimpi buruk ketika saya masih sangat muda (3 tahun) saya bermimpi tentang mesin yang akan menghancurkan saya.,fear
3740,saya biasanya marah pada diri sendiri. ini sering terjadi. misalnya á ketika saya ingin hewan peliharaan tanpa jatuh cinta dan segera membuktikan á bahwa saya telah jatuh cinta padanya.,anger
3741,kehilangan pacar untuk kedua kalinya pada teman saya. dia jatuh cinta padanya. hal yang sama terjadi beberapa bulan sebelumnya dengan pacar lain.,sadness
3742,ada seseorang yang saya jijik. setiap kali saya melihatnya saya mendapatkan perasaan mengerikan ini saya jijik seluruh penampilannya.,disgust
3743,ketika saya marah pada seseorang tanpa alasan yang bagus. kemudian á membuktikan bahwa dia tidak melakukan kesalahan.,shame
3744,"ibu saya selalu membangkitkan perasaan bersalah pada saya. misalnya, ketika saya ketinggalan bus terakhir, saya tahu dia akan memperhatikan saya dan tetap terjaga sampai saya tiba.",guilt
3745,"ketika saya kembali berhubungan dengan seorang gadis, saya sangat menyukainya. dan yang paling penting dia juga menyukaiku.",joy
3746,tidak ingat.,fear
3747,setelah seharian bekerja keras di universitas saya juga harus membuat makan malam pada sore itu. itu gagal karena wajan yang pecah.,anger
3748,ketika ayah saya mengalami pendarahan otak.,sadness
3749,sebuah cerita yang saya dengar baru-baru ini tentang bayi sekarat setelah pelecehan seksual.,disgust
3750,"selama pesta saya mendengar percakapan tentang cina. ketika saya á ingin memberikan pendapat saya, salah satu orang keluar untuk menjadi orang cina á dan pendapatnya tentu saja benar.",shame
3751,ketika saya tidak membawa pacar saya ke rumah suatu malam. kemudian dia mengatakan kepada saya bahwa seorang cardriver memintanya.,guilt
3752,ketika seorang teman sekolah tua menelepon saya untuk mengatur janji untuk á berbicara tentang kenangan lama. saya tidak melihatnya selama 8 tahun.,joy
3753,berdiri di toko yang ramai atau di ruangan tertutup dengan terlalu banyak orang di dalamnya. ini memberi saya pengalaman yang menakutkan.,fear
3754,kakak laki-laki saya yang memberi saya saran yang tidak diinginkan tentang masalah dalam hubungan saya dengan pacar saya.,anger
3755,pacar saya meninggalkan rumah tempat kami tinggal bersama beberapa bulan lalu. ini membuat saya sangat sedih.,sadness
3756,membuat pembicaraan tak terduga dengan seorang profesor di kantin. ini membuatku malu.,shame
3757,"main mata dengan gadis-gadis lain sementara aku sudah memiliki hubungan yang sangat baik. ketika ada masalah dalam hubungan saya, godaan meningkat seperti halnya perasaan bersalah.",guilt
3758,"sering terjadi. pengalaman baru-baru ini: ketika pacaran dengan banyak teman, musik yang bagus, setelah ujian, saya merasa sangat senang saya bisa memeluk semua orang.",joy
3759,"saya tinggal sendirian di daerah menjijikkan di kota rotterdam. saya merasa kesal, mendengar banyak pencurian dan penyerangan. terutama di malam hari á dan malam hari aku sering merasa cemas.",fear
3760,diperlakukan tidak adil dan disakiti oleh seseorang yang saya cintai.,anger
3761,"setiap kali saya bertemu orang tertentu. kita tidak bisa hidup bersama á bersama, kita tidak saling menyukai.",disgust
3762,ketika datang untuk diadili karena mengutil.,shame
3763,ditangkap saat mencuri.,guilt
3764,saya jatuh cinta dengan seseorang yang tampaknya cinta kepada saya. itu membuat saya sangat senang bahwa saya hampir tidak bisa tidur dan makan selama satu minggu.,joy
3765,suatu malam saya harus bersepeda sendirian di rumah setelah pesta. kemudian saya menemukan bahwa saya dikejar oleh seorang pria di dalam mobil.,fear
3766,"saya memiliki pertengkaran dengan ayah saya, karena saya berpendapat bahwa á dia memutuskan secara otoriter program tv mana yang harus kita á tonton. saya menjadi sangat marah dan mulai melempar barang-barang ke dalam ruangan.",anger
3767,"pacar saya menyelesaikan hubungan kami ketika saya mulai belajar á psikologi di nijegen, karena dengan begitu kami tidak dapat bertemu á lagi.",sadness
3768,"seorang teman bertengkar dengan ibu dari pacarnya karena dia dan temannya memutuskan untuk pergi dan tinggal bersama. dia membutuhkan á uang untuk dihilangkan, kemudian dia berusaha keras untuk berdamai.",disgust
3769,"saya tertangkap ketika, sebagai seorang gadis kecil, saya bermain trik. saya sangat terkejut saat itu dan membasahi celana saya.",shame
3770,"saya berpendapat bahwa jam 12.00 siang terlalu dini untuk kembali ke rumah setelah pergi, jadi saya tinggal lebih lama, tahu bahwa ibu saya akan khawatir.",guilt
3771,saya dipanggil dan diundang untuk berbicara tentang pekerjaan yang saya inginkan.,joy
3772,"suatu saat larut malam (sekitar tengah malam) seseorang meminta saya untuk memberinya tumpangan. dia tiba-tiba mencoba untuk menyerang saya tetapi saya dapat melarikan diri. á setelah ini, dia mengikuti saya sebentar.",fear
3773,ada banyak iritasi antara saya dan orang yang tinggal di rumah yang sama tempat saya tinggal. tiba-tiba itu menjadi terlalu berat bagi saya dan saya menuduhnya melakukan beberapa hal.,anger
3774,akhir dari suatu hubungan (setelah 4 tahun) dengan melakukan ini saya sangat menyakiti orang lain.,sadness
3775,saya melihat kecelakaan mengerikan di mana pengemudi motor á dilemparkan melalui kaca depan sebuah mobil. wajahnya benar-benar jauh.,disgust
3776,saya bermasalah dengan rambut yang tumbuh di leher saya. saya merasa terganggu dengan hal ini sejak lama dan sangat malu ketika seseorang membawa tangannya ke wajah saya.,shame
3777,"melawan kemauan dan tanpa persetujuan orang tua saya, saya pergi selama beberapa hari ke pacar saya di jerman.",guilt
3778,ketika seorang teman saya datang untuk kunjungan tak terduga.,joy
3779,ketika saya mengira rumah itu terbakar pada malam hari.,fear
3780,ketika saya berada di pertemuan resmi saya mengajukan pertanyaan kepada seseorang. → jawabannya tidak ditujukan kepada saya tetapi pada ketua.,anger
3781,ketika ibu seorang teman baik saya meninggal.,sadness
3782,seorang guru sangat berterus terang dalam hubungannya dengan seorang anak sehingga á anak itu sangat kesal ketika tiba di rumah.,disgust
3783,saya sangat marah pada seseorang.,shame
3784,bahwa saya tidak meluangkan waktu untuk membuat janji dengan seseorang.,guilt
3785,setelah saya melihat keluarga dan teman baik saya kembali setelah tinggal satu tahun di negara asing.,joy
3786,ketika seorang teman baik saya berperilaku sangat keren kepada saya á untuk waktu yang sangat lama.,fear
3787,saya berada di perpustakaan psikologi medis dan berjalan ke arah yang salah. seorang pria yang keluar dari kamar membuat saya sangat merendahkan dan saya menjadi sangat marah.,anger
3788,seorang teman baik saya meninggal. selama pemakaman saya merasakan perasaan sedih yang intens.,sadness
3789,ketika seorang paman saya yang sakit parah mulai batuk yang terdengar sangat kotor. (dia tidak bisa menahannya tentu saja).,disgust
3790,pada malam natal ada film bagus di televisi yang ingin saya tonton bertahun-tahun. saya merengek tentang hal itu sampai seseorang mengatakan kepada saya itu sangat kekanak-kanakan. lalu aku merasa malu.,shame
3791,teman baik saya yang saat ini berada di negara asing. á saya tidak menulisnya selama beberapa bulan dan sekarang saya merasa bersalah.,guilt
3792,ketika saya pergi keluar dengan teman saya dengan uang yang cukup dan akal sehat untuk menari favorit kami.,joy
3793,saat pacaran aku sering diancam oleh dua gadis-punk.,fear
3794,seorang teman mulai meneriaki saya. dia memanggilku buah tua.,anger
3795,hubungan saya dengan pacar sudah selesai dan saya tidak berhasil selama bertahun-tahun.,sadness
3796,"ayah saya adalah seseorang yang saya jijikkan. jadi ketika dia datang dekat dengan saya - perasaan jijik membanjiri saya. ketika saya tinggal di akhir minggu di tempat orang tua saya, saya akan mengingatnya untuk waktu yang lama.",disgust
3797,"setelah pesta di mana saya bercinta dengan seorang anak laki-laki di depan umum. kemudian, saya mendengar bahwa orang lain berbicara tentang saya dan memanggil saya pelacur.",shame
3798,"ketika saya berhubungan dengan seorang anak laki-laki setahun yang lalu, saya mengabaikan teman baik saya. ketika hubungan dengan anak ini selesai, dia berperilaku sangat santai terhadap saya. saya merasa bersalah saat itu.",guilt
3799,ketika saya membuat gol kemenangan selama pertandingan sepakbola yang sangat penting.,joy
3800,semburan awan yang dahsyat dimulai ketika kami berkemah di tenda di atas lapangan botak yang besar.,fear
3801,"melihat untuk pertama kalinya foto-foto tentang apa yang disebut ""perlakuan"" orang-orang yahudi di nazi-jerman selama perang dunia ii. """,anger
3802,kematian ibu mertuaku setelah lama sakit tidur. pada saat sekarat aku bersamanya.,sadness
3803,saya sedang melihat acara one-man di televisi. dia mengatakan hal-hal yang sangat menjijikkan sehingga saya mulai jijik dengan itu. á (kemudian terbukti bahwa ini adalah niatnya).,disgust
3804,saya sedang minum segelas anggur dan makan sesuatu ketika tiba-tiba muncul foto-foto tentang kelaparan di beberapa bagian afrika.,shame
3805,ketika saya tidak pergi ke orang tua saya pada hari minggu dan menelepon mereka untuk memberi tahu mereka bahwa saya harus belajar. yang benar adalah bahwa saya mendengarkan olahraga di radio.,guilt
3806,ketika ternyata saya tidak hamil ketika saya beberapa minggu á lembur.,joy
3807,situasi yang sama dengan kesedihan. saya takut dengan apa yang akan dilakukan orang tua saya lebih lanjut untuk mengganggu hubungan saya.,fear
3808,sekali lagi orang tua saya menghancurkan suatu hubungan.,anger
3809,saya memiliki perasaan ini ketika orang tua saya menghancurkan hubungan dengan seorang anak laki-laki karena mereka pikir dia buruk dan tidak bertanggung jawab.,sadness
3810,setelah kecelakaan yang saya jelaskan di malu. saya datang ke diri saya sendiri á dan melihat betapa mengerikannya segalanya. saya merasa jijik sendiri á dan semua yang saya lihat.,disgust
3811,tiba-tiba mengakhiri hubungan dengan pacar pertamaku.,sadness
3812,saya mendengar bagian dari percakapan di mana orang berbicara sangat rendah tentang á wanita.,disgust
3813,"dalam situasi yang penting bagi saya, ayah saya berperilaku tidak memadai.",shame
3814,ketika saya mengambil mobil seseorang tanpa mengatakannya kepadanya.,guilt
3815,saya merasakan sukacita ketika saya mendengar bahwa saya diterima di free á university di driebergen.,joy
3816,ketika seorang teman baik saya mengatakan kepada saya suatu malam bahwa ia tidak ingin á hidup lagi.,fear
3817,"saya merasa marah ketika di akhir panggilan telepon, seorang teman baik á memberi tahu saya bahwa dia akan pergi bepergian tahun depan dengan teman baik á lainnya. kami tidak bisa membicarakan ini.",anger
3818,saya sangat sedih ketika saya harus meninggalkan orang yang memiliki hubungan yang sangat kuat dengan saya. saya juga harus meninggalkan lingkungan yang merupakan bagian dari ini.,sadness
3819,"saya merasa jijik setelah menonton gambar di televisi tentang ""menyiksa tahanan politik di india (ini terjadi di"" india di indira ghandi).",disgust
3820,saya membuat komentar yang sangat menghina terhadap seseorang yang sangat saya sayangi. peristiwa ini disebabkan oleh orang ketiga yang tidak menyukai orang yang saya hina.,shame
3821,saya merasa bersalah terhadap ibu saya ketika saya pergi untuk tinggal di kamar-kamar di nijmegen tempat saya belajar.,guilt
3822,ketika pacar saya dan saya pergi makan malam dan kemudian pergi ke keluarganya. kami memiliki malam yang sangat menyenangkan.,joy
3823,saat aku berjalan di jalanan larut malam. ini karena saya dan teman saya diserang suatu malam tanpa alasan untuk itu.,fear
3824,ketika saya merasa bahwa saya harus melakukan semua urusan rumah tangga á sementara pacar saya tidak melakukan apa-apa. ini terjadi pada masa ujian ketika saya harus belajar sangat keras.,anger
3825,"ketika sahabat saya mendapat pacar. karena ini, hubungan sepuluh tahun berakhir dengan tiba-tiba.",sadness
3826,saya merasa jijik ketika mendengar atau melihat orang lain diperlakukan tidak manusiawi. misalnya menyiksa di cabai.,disgust
3827,menurut saya rasa bersalah adalah perasaan yang sejalan dengan rasa malu. á di sini saya merujuk pada situasi bersalah.,shame
3828,ketika saya menjadi marah pada pacar saya tanpa alasan. saya tahu dia á tidak tahan saya marah padanya dan dia tidak bisa belajar lagi á kalau begitu.,guilt
3829,pada hari saya mendengar bahwa saya lulus ujian sekolah menengah.,joy
3830,saya tinggal di kamar-kamar di lingkungan yang sunyi dan sepi. á pada malam hari itu sangat sunyi dan ini membuatku takut. fakta sendirian di rumah itu membuatku takut.,fear
3831,kami harus pindah ke kota yang sangat berbeda karena perusahaan tempat ayahku bekerja juga pindah ke tempat itu. sangat sulit bagi saya untuk mendapatkan teman baru.,anger
3832,seorang teman dekat saya meninggal. saya membacanya di koran. saya á tidak tahu harus berbuat apa dan memikirkannya sepanjang hari.,sadness
3833,seorang gadis yang juga menyewa kamar di rumah tempat saya tinggal selalu á mencoba membuat pertengkaran dengan semua orang yang tersedia dia membuat saya jijik.,disgust
3834,seorang guru menghabiskan banyak waktu membantu saya tanpa ingin dibayar untuk itu. untuk ujian saya tidak mendapat nilai bagus dan saya merasa malu.,shame
3835,"saya tahu saya harus segera mengikuti ujian, tetapi saya belum bisa mulai belajar. saya juga tahu itu sangat penting untuk berhasil ujian á saat ini.",guilt
3836,"ketika liburan natal dimulai, saya merasa sangat gembira ketika saya telah menyelesaikan ujian terakhir saya.",joy
3837,saya pernah diperkosa sekali ketika melewati lorong gelap di belakang rumah kami. pria itu mendorong saya ke semak-semak. saya melawan dan á berhasil melarikan diri.,fear
3838,saya sangat marah pada ayah saya ketika dia tidak memberi saya uang sebanyak yang digunakan saudara saya untuk belajar. sekali lagi saudara saya á lebih baik dari saya.,anger
3839,ketika nenek saya meninggal. saya merasa sangat sedih saat itu ... perasaan á mulai menjadi lebih buruk setelah beberapa saat.,sadness
3840,ketika saya makan apel busuk.,disgust
3841,"ketika saya tidak memenuhi janji yang telah saya buat. orang itu menelepon saya, tetapi saya memikirkan sesuatu (saya katakan saya sakit) sehingga saya tidak harus pergi.",shame
3842,ketika saya harus mengambil ujian saya sangat bersemangat dan tidak punya banyak waktu untuk mengurus rumah tangga. maka teman saya harus melakukan segalanya.,guilt
3843,pacar saya sedang bermain dengan kucing saya. dia bermain-main dengan dia á dan mengatakan hal-hal baik padanya.,joy
3844,ketika saya tidur untuk pertama kalinya sendirian di rumah tempat saya tinggal sekarang. seorang pria menelepon saya pada jam 2 pagi. dia menginginkan sesuatu dari saya. saya takut.,fear
3845,pacar saya memberi tahu saya bahwa saya memiliki tuntutan yang sangat tinggi terhadapnya. menurut saya ini salah.,anger
3846,"saya sudah lama tidak berada di tempat orang tua saya. ketika saya pergi untuk mengunjungi mereka, saya memiliki harapan yang tinggi, tetapi ketika saya berada di sana, itu sangat berbeda dari yang saya harapkan.",sadness
3847,saya membaca sebuah cerita di surat kabar tentang tukang daging yang memperlakukan binatang mereka dengan sangat buruk. mereka membuat saya jijik.,disgust
3848,"saya sedang makan di restoran yang sangat bagus, ketika pelayan bertanya apakah saya menyukai makanan saya mengatakan kepadanya bahwa saya menyukainya tetapi á ada satu hal yang tidak begitu baik. pelayan daripada bekerja á sangat keras untuk membuatnya baik.",shame
3849,beberapa minggu yang lalu saya memikirkan ujian yang harus saya ambil segera. saya ingat ini sebelum saya harus tidur. saya merasa bersalah á karena pada awal tahun saya berencana untuk berhasil.,guilt
3850,"selama masa sekolah menengah saya, saya berhasil memainkan konser á mozart pada piano ketika saya memberikan penampilan pertama saya, saya berhasil á untuk memainkannya dengan sangat baik.",joy
3851,"ketika sebuah mobil menabrak saya. momen yang saya rasakan di jalan saya pikir \ ini adalah akhir saya, saya akan mati \ "".""",fear
3852,"ketika kucing kami terbunuh dalam kecelakaan mobil, saya sangat marah pada pengemudi mobil karena dia tidak cukup peduli.",anger
3853,"ada seorang anak lelaki yang sangat aku cintai. saya memintanya untuk makan malam á dengan saya, tetapi dia menolak. saya tidak tahu mengapa dia tidak pergi dengan saya, á tapi saya merasa sangat kesepian.",sadness
3854,saya melihat seekor anjing yang sedang memakan kotoran.,disgust
3855,"selama masa sma saya, saya adalah ketua komite siswa. dalam fungsi ini saya pernah harus berpidato di hadapan audiens yang besar dan saya sangat gugup. setelah tiga kalimat saya lupa teks saya.",shame
3856,"selama liburan di jerman timur saya berkenalan dengan seorang bocah lelaki yang tinggal di sana. kami mulai menulis, tetapi saya hanya menulis satu kali. saya merasa á malu karena saya mungkin salah satu kontaknya yang jarang dengan á eropa barat.",guilt
3857,ketika saya melihat teman baik lagi setelah tidak melihatnya untuk waktu yang lama.,joy
3858,ketika saya tergelincir di jalan es berlapis kaca dan sebuah mobil hampir menabrak saya.,fear
3859,ketika orang tanpa izin saya membongkar barang-barang saya dan mengambil hal-hal dari itu.,anger
3860,ketika saya perhatikan bahwa orang tua saya tidak sejahtera seperti kebanyakan orang di sekitar saya.,sadness
3861,melihat film porno tempat binatang digunakan.,disgust
3862,ketika saya pergi untuk pertama kalinya dalam hidup saya ke pantai nudist.,shame
3863,saya kedapatan mencuri permen.,guilt
3864,ketika saya pergi mengunjungi seorang teman di rumah sakit. dia harus menjalani operasi untuk pecah. saya senang mendengar bahwa operasi á berhasil dan dia terbebas dari rasa sakitnya.,joy
3865,"saya punya janji dengan teman baik. dia datang 3 jam kemudian - dari yang kita sepakati. selama jam terakhir menunggu saya takut - sesuatu mungkin telah terjadi, karena biasanya dia tepat waktu.",fear
3866,saya bekerja bersama siswa lain dalam tugas komputer. á dia tidak melakukan yang terbaik dan tidak mempersiapkan diri untuk itu. dia á mengharapkan saya untuk menjelaskannya kepadanya.,anger
3867,saya memiliki pertengkaran dengan seorang teman baik tentang fakta bahwa saya tidak á berkunjung ketika dia mengharapkan saya untuk datang. akhirat saya sangat sedih karena menjadi pertengkaran nyata.,sadness
3868,saya sedang hiking halangan ketika seorang pria berhenti dan memberi saya tumpangan ke á nijmegen. selama perjalanan dia bertanya kepada saya apakah saya senang-senang. the pria itu gemuk dan bertato.,disgust
3869,saya lupa sesuatu yang saya sepakati bersama seorang teman baik.,shame
3870,"saya menjadi sangat marah dengan teman saya karena dia tidak berbelanja, á sementara kami sepakat dia melakukan ini. kemarahan saya terbukti menjadi á tanpa alasan dan saya merasa bersalah karenanya.",guilt
3871,ketika saya mendapat hasil positif dari ujian saya untuk meraih gelar sarjana psikologi.,joy
3872,"ketika saya berusia 12 tahun, saya sering dikejar oleh orang lain dan á mendapat thrash suara.",fear
3873,"pacar saya suatu hari pergi keluar dan berjanji akan kembali pada pukul 6 sore, namun dia pertama kali tiba pada jam 10 malam, tanpa pesan (kami harus keluar malam itu).",anger
3874,ketika pacar saya memutuskan untuk menyelesaikan hubungan kami.,sadness
3875,ketika sekali lagi saya minum terlalu banyak dan merasa sangat busuk di pagi hari setelahnya.,disgust
3876,ketika saya ketiduran untuk kedua kalinya pada hari itu saya menjalani ujian.,shame
3877,"saat menjalin hubungan, aku bercinta dengan gadis lain.",guilt
3878,ketika gadis dengan siapa aku jatuh cinta tersenyum padaku.,joy
3879,ketika bersepeda dan saya merasa sangat buruk (masalah dengan jantung dan respirasi).,fear
3880,"ketika diskusi menghasilkan penghinaan, yang menurut saya, á tidak dibenarkan.",anger
3881,ketika saya menyadari bahwa tidak masuk akal untuk memulai hubungan dengan seorang gadis yang tidak terlalu konstruktif untuk membangun hubungan yang kuat.,sadness
3882,ketika saya harus menyelesaikan pekerjaan rumah dalam jumlah besar itu tepat waktu.,disgust
3883,"ketika saya memberi air ke tanaman teman. kemudian satu tanaman jatuh ke atas, dan sebuah patung kecil pecah. saya, tentu saja, harus memberi tahu dia semua.",shame
3884,ketika saya telah memecahkan sepotong gelas kulkas dengan meletakkan á panci panas di dalamnya.,guilt
3885,pada hari ulang tahunku ketika beberapa teman baik datang mengunjungiku.,joy
3886,saya pergi ke apartemen pacar saya dan melihat beberapa orang di depan pintunya. saya pikir sesuatu telah terjadi.,fear
3887,"ayah saya memanggil saya (di belakang punggung ibu saya) dan mengatakan kepada saya bahwa ibu saya tidak menyetujui perilaku saya di akhir pekan. namun, dia tidak á memberi tahu saya detailnya dan meninggalkan saya dengan pertanyaan yang belum terjawab.",anger
3888,"saya merasa sangat kesepian, sangat tidak puas dengan diri saya ketika saya menyadari bahwa saya bisa merasa sangat cemburu pada wanita lain karena pacar saya.",sadness
3889,"sebuah adegan dalam sebuah film di mana seorang pria menekan satu sama lain. secara kebetulan, posisi mereka terbalik. orang lain á ditekan dengan cara yang sama seperti sebelumnya.",disgust
3890,ketika saya tidak berhasil membuat diri saya jelas kepada orang lain. when ketika mereka tidak mengerti apa yang saya katakan.,shame
3891,setelah kematian seorang gadis yang aku tidak suka.,guilt
3892,"saya merasa gembira ketika pacar saya bertemu saya di stasiun, sementara pada awalnya dia mengatakan bahwa dia tidak akan melakukan itu.",joy
3893,ketika seseorang tidak mendengarkan saya setelah meminta saya untuk mengulangi apa yang saya katakan. ini terjadi lebih dari satu kali dengan orang yang sama.,anger
3894,saya merasa sangat sedih ketika mendengar bahwa seorang teman telah bunuh diri.,sadness
3895,suatu malam saya melihat seorang pria dirobohkan oleh dua pria lain. korban á ditendang ke kepalanya.,disgust
3896,ketika saya berkenalan dengan orang tua dari pacar saya untuk pertama kalinya. mereka berbicara bahasa limburg (dialek belanda) dan salah satu kata pertama saya adalah bahwa saya tidak menyukai dialek limburg.,shame
3897,"ketika saya membatalkan janji dengan cerita idle. setelah itu, tampaknya orang itu telah menantikannya dan menyediakan waktu untuk itu.",guilt
3898,"selama beberapa hari saya merasa sangat sedih, tertekan dan lesu, á dengan menangis. ketika ini berakhir saya merasa sangat senang, meskipun á tidak ada alasan khusus.",joy
3899,"saya sedang menguji sepatu roda baru saya di jalan, tiba-tiba seekor anjing á berlari menggonggong ke arah saya, sangat mengancam. saya sangat terkejut dan sangat kesal.",fear
3900,"keluar pada akhir pekan bersama sekelompok orang, semua orang merasa jengkel karena pada malam hari musik tidak berhenti tepat waktu. dan saat sarapan, pacarku lari karena kami tidak setuju dengannya. saya merasa á marah.",anger
3901,baru-baru ini saya merasa sangat sedih tanpa alasan. itu berlangsung selama beberapa hari. tidak ada yang saya sukai pada periode itu.,sadness
3902,"seseorang menceritakan kepada saya kisah amnesty international: seorang anak lelaki terbunuh dan kepalanya dimasukkan ke dalam sampah pacarnya. sepertinya dia hamil, lalu dia mati. itu menjijikkan, saya hampir tidak bisa menuliskannya.",disgust
3903,"saya menangis selama 3 jam karena saya merasa sangat sedih. lalu aku menelepon pacarku dan dia mengatakan hal-hal indah kepadaku. setelah perasaan ini hilang, saya merasa malu.",shame
3904,kemarin pacarku dan aku ingin bermain biliar. namun á ada anak laki-laki yang bermain (5 kali). pacar saya kemudian muak dan kecewa. dalam kasus seperti itu saya pikir itu salah saya.,guilt
3905,saat pacar saya dan saya mengalami sesuatu yang menyenangkan atau saat kami á berjalan-jalan bersama.,joy
3906,cuacanya sangat buruk (kabut dan licin) karena siaran baru á melaporkan banyak kecelakaan lalu lintas dan pacar saya pulang ke rumah á dan masih memiliki jarak 60 kilometer lagi.,fear
3907,seseorang mengatakan kepada saya bahwa dia akan tinggal di rumah saya selama satu malam. oleh karena itu saya melakukan upaya besar untuk membuat semuanya baik-baik saja (makanan). suatu hari á sebelum dia membatalkan janji karena dia harus pergi ke gereja bersama orang tuanya.,anger
3908,kami harus membawa kucing kami ke dokter hewan untuk membunuh rahmat (suntikan).,sadness
3909,"ketika orang makan tidak enak (memukul, bersendawa, berbicara á dengan makanan di mulut mereka, dll).",disgust
3910,saya membuat janji untuk menjemput seseorang. namun saya tiba terlambat dan dia harus menunggu seperempat jam.,guilt
3911,suatu malam saya melakukan percakapan yang sangat baik dengan dua teman. saya kemudian menyadari betapa layaknya mereka bagi saya dan betapa bahagianya saya memiliki mereka sebagai teman.,joy
3912,pagi hari sebelum pergi ke dokter gigi.,fear
3913,ketika seorang teman yang sangat dekat dengan siapa saya memiliki hubungan yang sangat intim dan á tubuh (dia punya pacar) mulai menghindari saya dan á tidak ingin berbicara dengan saya lagi.,anger
3914,ketika seorang teman baik dengan siapa saya memiliki hubungan intim membuat á jelas bahwa dia tidak ingin melanjutkan dengan cara yang sama. dia memilih pacarnya (juga teman saya).,sadness
3915,ketika saya bercinta dengan seseorang yang saya tidak benar-benar cintai. kadang-kadang á saya bahkan menganggapnya tidak disukai.,disgust
3916,saya memiliki hubungan seksual jangka pendek dengan seseorang yang saya tidak suka.,shame
3917,ketika saya menyadari bahwa saya menghindari dua teman baik dengan siapa saya selalu berbagi mainan dan kesedihan. saya mengarang cerita untuk menghindari á menceritakan apa yang terjadi pada saya.,guilt
3918,"pacar saya menderita sakit parah selama beberapa bulan, minggu ini á dokter mengatakan kepadanya bahwa ia sudah pulih.",joy
3919,"ketika pergi di akhir pekan saya harus bersepeda sejauh 5 kilometer melalui pian kesepian dan gelap, maka saya selalu memiliki fantasi yang menakutkan.",fear
3920,"saya membuat janji dengan teman untuk minum kopi bersama. however namun, untuk ketiga kalinya dalam minggu itu dia terlambat satu jam á.",anger
3921,hamster sayangku (bernama hannes) meninggal pada usia 2 dan 1/2 tahun. á bentuknya memaksa saya untuk membunuh belas kasihan (suntikan).,sadness
3922,saya membaca laporan surat kabar bahwa seorang bocah lelaki dipaksa untuk melihat á sementara saudara perempuannya diperkosa.,disgust
